ph,tds_ppm,turbidity_ntu,temperature_c,dry_days_before_rain,rainwater_quality_score,water_class,recommended_action
5.97,227.3,2.01,27.2,13,71.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.17,101.5,4.34,25.9,10,72.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.82,466.3,86.62,22.6,39,24.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.79,5.0,4.28,24.8,10,72.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.78,424.6,95.0,27.6,37,24.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.31,111.9,30.88,24.4,5,55.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.42,96.4,3.67,25.5,3,82.3,Excellent_Store,Best for storage; disinfect before drinking use
6.32,5.0,5.39,25.9,0,83.4,Excellent_Store,Best for storage; disinfect before drinking use
6.31,131.3,7.39,23.7,3,65.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.77,331.6,95.0,33.1,39,23.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.06,165.1,31.43,28.5,6,45.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.41,74.4,1.22,25.9,2,91.9,Excellent_Store,Best for storage; disinfect before drinking use
6.22,46.2,0.03,27.1,5,89.1,Excellent_Store,Best for storage; disinfect before drinking use
6.09,115.2,2.63,26.1,14,76.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.05,292.2,53.0,27.8,20,33.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.09,5.0,13.18,28.2,5,68.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.8,443.7,73.4,24.0,24,24.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.42,384.5,93.5,24.3,24,20.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.63,332.7,94.65,25.4,16,24.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.35,237.2,26.4,36.7,19,39.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.27,5.0,3.85,24.0,6,84.1,Excellent_Store,Best for storage; disinfect before drinking use
6.6,35.9,1.82,28.4,7,91.7,Excellent_Store,Best for storage; disinfect before drinking use
6.13,116.6,7.4,31.2,3,67.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.07,30.4,6.32,29.5,0,75.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.23,112.9,7.46,20.4,0,66.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.84,412.1,82.17,27.8,44,23.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.31,5.0,0.03,26.4,0,96.8,Excellent_Store,Best for storage; disinfect before drinking use
6.12,466.5,65.78,36.3,40,23.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.91,170.6,15.81,30.4,3,47.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.2,266.2,8.6,28.2,13,53.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.22,242.7,53.41,21.9,12,37.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.99,275.3,51.28,26.0,34,32.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.9,284.4,64.16,28.5,21,30.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.18,190.2,2.38,28.7,0,77.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.02,88.2,3.57,27.0,10,75.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.24,186.2,18.05,29.9,15,47.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.3,61.0,0.03,29.3,0,90.7,Excellent_Store,Best for storage; disinfect before drinking use
5.65,439.9,78.41,29.3,27,22.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.75,427.6,54.46,25.2,31,24.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.89,501.3,95.0,28.3,33,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.19,130.8,29.24,25.3,12,50.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.13,8.2,0.03,26.6,3,93.1,Excellent_Store,Best for storage; disinfect before drinking use
5.94,5.0,8.57,27.7,7,68.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.78,254.1,63.61,28.2,35,27.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.97,147.8,41.36,26.5,2,46.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.97,97.7,0.03,28.1,4,86.7,Excellent_Store,Best for storage; disinfect before drinking use
5.7,550.0,86.7,31.1,34,18.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.21,13.1,0.03,27.9,3,93.8,Excellent_Store,Best for storage; disinfect before drinking use
6.12,52.3,0.03,26.7,7,87.1,Excellent_Store,Best for storage; disinfect before drinking use
5.91,514.1,89.2,30.9,33,24.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.17,190.1,24.82,29.0,3,51.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.93,152.7,12.87,23.5,21,48.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.94,74.0,39.38,26.2,17,47.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.62,228.2,28.26,30.9,23,45.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.63,531.6,95.0,26.7,36,19.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.57,92.9,3.36,28.2,6,84.1,Excellent_Store,Best for storage; disinfect before drinking use
6.13,89.0,1.66,31.0,3,84.5,Excellent_Store,Best for storage; disinfect before drinking use
5.85,380.6,78.78,33.8,22,24.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.14,131.7,6.62,28.1,4,68.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.0,344.1,38.01,27.8,21,32.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.81,469.3,95.0,31.3,36,20.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.89,273.5,62.97,25.2,24,32.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.95,324.4,81.27,19.9,34,27.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.16,7.6,3.1,30.7,1,87.3,Excellent_Store,Best for storage; disinfect before drinking use
6.2,114.5,6.43,27.3,14,67.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.1,127.9,1.87,29.4,3,80.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.85,548.6,94.64,32.7,22,23.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.24,88.4,1.98,22.7,0,85.0,Excellent_Store,Best for storage; disinfect before drinking use
5.73,133.8,11.16,29.7,12,49.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.73,382.6,95.0,18.8,26,22.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.97,94.5,0.03,27.6,0,87.0,Excellent_Store,Best for storage; disinfect before drinking use
5.74,350.6,61.14,26.6,17,29.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.21,10.9,0.03,27.6,0,93.5,Excellent_Store,Best for storage; disinfect before drinking use
5.57,536.8,95.0,32.2,41,17.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.21,240.3,37.52,29.2,8,45.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.75,204.1,14.24,27.3,7,46.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.44,12.1,0.03,20.2,1,95.8,Excellent_Store,Best for storage; disinfect before drinking use
6.39,19.9,2.95,26.7,2,88.8,Excellent_Store,Best for storage; disinfect before drinking use
5.52,373.8,95.0,23.9,27,22.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.93,152.9,10.82,30.7,13,51.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.7,568.2,95.0,35.1,26,19.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.56,352.1,81.2,30.4,15,21.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.24,82.5,9.4,30.7,8,65.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.14,92.5,6.26,29.6,14,68.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.37,84.0,4.39,28.3,9,77.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.11,288.9,54.57,30.8,34,32.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.84,43.5,10.06,25.0,4,61.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.27,113.8,3.58,30.2,4,76.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.95,199.1,16.42,28.3,4,46.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.15,168.5,30.45,29.6,6,46.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.19,116.9,28.44,26.0,2,56.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.3,10.2,2.07,24.4,1,90.9,Excellent_Store,Best for storage; disinfect before drinking use
6.62,21.8,0.03,27.9,5,95.9,Excellent_Store,Best for storage; disinfect before drinking use
5.7,458.1,95.0,29.3,42,20.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.05,165.8,22.11,24.4,13,47.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.54,289.4,86.73,24.8,28,20.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.07,47.2,0.03,32.6,6,86.6,Excellent_Store,Best for storage; disinfect before drinking use
5.75,441.2,95.0,26.7,35,23.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.45,171.4,27.67,29.5,3,51.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.31,121.1,14.12,26.1,6,57.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.87,521.8,95.0,26.9,43,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.66,140.9,4.15,29.5,4,79.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.23,119.9,6.59,25.5,8,69.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.89,70.8,5.32,24.0,12,67.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.16,117.1,4.74,24.2,11,69.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.08,213.0,25.36,30.3,25,42.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.76,497.1,74.87,30.0,44,23.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.14,167.8,26.69,21.1,6,49.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.05,281.9,51.38,24.6,8,39.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.79,455.1,95.0,25.6,20,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.92,72.0,3.66,22.2,7,74.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.89,108.5,19.36,30.6,16,47.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.49,188.7,30.87,25.9,4,53.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.35,5.0,0.03,26.7,7,93.6,Excellent_Store,Best for storage; disinfect before drinking use
6.29,52.3,0.03,22.3,5,92.5,Excellent_Store,Best for storage; disinfect before drinking use
5.81,261.5,70.28,29.5,8,34.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.55,237.9,18.39,26.7,2,52.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.88,278.6,51.66,29.4,10,34.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.18,86.3,9.55,28.4,7,66.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.11,88.9,40.29,27.3,2,55.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.16,20.0,5.85,26.7,10,76.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.28,348.2,41.4,21.4,35,33.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.29,30.1,1.24,30.3,5,92.4,Excellent_Store,Best for storage; disinfect before drinking use
5.87,497.0,76.76,25.4,35,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.44,14.6,4.26,27.8,3,85.9,Excellent_Store,Best for storage; disinfect before drinking use
6.06,259.8,44.77,31.1,31,35.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.24,430.0,95.0,31.1,18,18.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.09,74.2,1.81,26.2,7,82.1,Excellent_Store,Best for storage; disinfect before drinking use
6.19,5.0,2.27,31.1,1,88.6,Excellent_Store,Best for storage; disinfect before drinking use
5.78,472.3,93.95,29.5,36,21.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.88,131.7,13.32,24.1,8,52.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.11,66.9,14.96,27.5,4,63.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.01,139.2,11.41,25.8,5,55.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.94,348.7,43.33,26.6,10,34.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.3,140.3,19.14,27.5,9,56.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.32,5.0,0.03,28.7,2,96.7,Excellent_Store,Best for storage; disinfect before drinking use
6.29,5.0,7.03,26.2,1,79.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.62,357.4,80.58,29.6,36,23.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.17,160.2,2.79,24.8,4,77.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.65,82.4,2.12,27.2,7,89.5,Excellent_Store,Best for storage; disinfect before drinking use
6.27,150.5,33.02,29.4,7,47.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.61,419.3,77.07,28.4,39,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.27,47.0,1.03,28.3,7,93.0,Excellent_Store,Best for storage; disinfect before drinking use
6.34,21.0,2.51,30.4,5,89.6,Excellent_Store,Best for storage; disinfect before drinking use
5.62,306.5,82.88,21.7,30,24.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.65,266.1,82.57,28.3,9,30.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.97,351.6,48.9,21.7,21,30.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.12,149.4,37.71,27.8,12,49.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.41,495.5,84.53,27.2,12,21.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.2,131.0,2.43,28.5,10,77.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.94,39.3,8.05,23.9,1,68.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.17,302.0,95.0,26.7,34,33.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.25,171.1,15.05,27.2,17,52.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.91,68.9,0.03,26.2,7,85.8,Excellent_Store,Best for storage; disinfect before drinking use
6.34,38.4,0.03,29.1,2,92.4,Excellent_Store,Best for storage; disinfect before drinking use
5.79,506.2,95.0,23.9,45,20.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.18,107.3,37.7,25.0,21,46.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.37,19.7,3.04,25.6,2,88.0,Excellent_Store,Best for storage; disinfect before drinking use
5.81,391.3,68.72,22.8,33,26.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.28,135.8,6.8,24.4,14,65.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.79,374.7,94.01,32.5,33,22.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.69,495.1,95.0,34.5,24,23.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.39,53.8,3.0,31.6,1,86.1,Excellent_Store,Best for storage; disinfect before drinking use
5.69,542.2,84.46,30.3,28,17.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.02,5.0,6.82,30.8,3,73.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.47,5.0,0.74,30.6,0,96.6,Excellent_Store,Best for storage; disinfect before drinking use
6.24,35.9,0.03,30.0,3,93.2,Excellent_Store,Best for storage; disinfect before drinking use
5.66,459.3,95.0,28.5,35,23.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.51,372.0,95.0,27.6,25,21.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.38,411.0,95.0,27.6,27,20.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.29,126.3,6.44,30.2,10,66.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.26,51.0,0.03,27.0,5,91.3,Excellent_Store,Best for storage; disinfect before drinking use
5.87,476.6,95.0,26.8,18,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.56,404.8,65.97,29.0,37,20.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.86,388.2,76.28,25.2,26,26.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.22,14.9,10.04,27.8,4,72.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.13,170.0,28.29,27.1,16,46.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.96,296.6,91.38,27.6,28,35.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.87,199.2,1.01,31.9,11,68.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.17,186.8,9.9,28.3,13,55.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
